Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PAYMENT_GATEWAY,'16911401075,name,en,,,Bank Deposit,
PAYMENT_GATEWAY,'16979492979,name,en,,,Cash on Delivery (COD),
PRODUCT,'1377834139763,title,en,,,Vest Coat Dark Grey,
PRODUCT,'1377834139763,body_html,en,,,"<div style=""text-align: center;"">Fassbender’s contemporary Vest is the kind of statement piece that will refresh a whole wardrobe. The exceptional fabric, consisting of italian natural fibers, is combined with a smooth lining shaped into a strong silhouette.</div>",
PRODUCT,'1377834139763,handle,en,,,produkt-8,
PRODUCT,'1377834139763,product_type,en,,,Vest Coat,
PRODUCT,'1379290972275,title,en,,,Pea Coat Bottle Green,
PRODUCT,'1379290972275,body_html,en,,,"<div style=""text-align: center;"">Crafted into a classy bomber silhouette, it features a velvet and new wool fabric mix with asymmetric overlap a</div>",
PRODUCT,'1379290972275,handle,en,,,pea-coat-bottle-green,
PRODUCT,'1379290972275,product_type,en,,,Pea Coat,
PRODUCT,'1379841048691,title,en,,,Pea Coat White Yellow,
PRODUCT,'1379841048691,body_html,en,,,"<div style=""text-align: center;"">Crafted into a classy bomber silhouette, it features a velvet and new wool fabric mix with asymmetric overlap </div>",
PRODUCT,'1379841048691,handle,en,,,pea-coat-white-yellow,
PRODUCT,'1379841048691,product_type,en,,,Pea Coat,
PRODUCT,'1379857072243,title,en,,,Pea Coat Black,
PRODUCT,'1379857072243,body_html,en,,,"<div style=""text-align: center;"">Crafted into a classy bomber silhouette, it features a velvet and new wool fabric mix with asymmetric overlap </div>",
PRODUCT,'1379857072243,handle,en,,,pea-coat-black,
PRODUCT,'1379857072243,product_type,en,,,Pea Coat,
PRODUCT,'1380012556403,title,en,,,Biker Jacket Offwhite,
PRODUCT,'1380012556403,body_html,en,,,"<div style=""text-align: center;""><span>Fassbender gives a classic jacket a bold update in alpaca yarn. Real metal zipper details bring a typical biker mood to this boxy jacket</span></div>",
PRODUCT,'1380012556403,handle,en,,,biker-jacket-white,
PRODUCT,'1380012556403,product_type,en,,,Biker Jacket,
PRODUCT,'1380037623923,title,en,,,Biker Jacket Olive,
PRODUCT,'1380037623923,body_html,en,,,"<div style=""text-align: center;"">Fassbender gives a classic jacket a bold update in alpaca yarn. Real metal zipper details bring a typical biker mood to this boxy jacket</div>",
PRODUCT,'1380037623923,handle,en,,,biker-jacket-olive,
PRODUCT,'1380037623923,product_type,en,,,Biker Jacket,
PRODUCT,'1380056531059,title,en,,,Coat Burgundy,
PRODUCT,'1380056531059,body_html,en,,,"<div style=""text-align: center;"">Fassbender’s contemporary coat is the kind of statement piece that will refresh a whole wardrobe. The exceptional fabric, consisting of italian natural fibers, is combined with a smooth lining shaped into a strong silhouette.</div>",
PRODUCT,'1380056531059,handle,en,,,coat-burgundy,
PRODUCT,'1380056531059,product_type,en,,,Coat,
PRODUCT,'1380061282419,title,en,,,Coat Mid Grey,
PRODUCT,'1380061282419,body_html,en,,,"<div style=""text-align: center;"">Fassbender’s contemporary coat is the kind of statement piece that will refresh a whole wardrobe. The exceptional fabric, consisting of italian natural fibers, is combined with a smooth lining shaped into a strong silhouette.</div>",
PRODUCT,'1380061282419,handle,en,,,coat-mid-grey,
PRODUCT,'1380061282419,product_type,en,,,Coat,
PRODUCT,'1380087169139,title,en,,,Coat Navy,
PRODUCT,'1380087169139,body_html,en,,,"<div style=""text-align: center;"">Fassbender’s contemporary coat is the kind of statement piece that will refresh a whole wardrobe. The exceptional fabric, consisting of italian natural fibers, is combined with a smooth lining shaped into a strong silhouette.</div>",
PRODUCT,'1380087169139,handle,en,,,coat-navy,
PRODUCT,'1380087169139,product_type,en,,,Coat,
PRODUCT,'1380137435251,title,en,,,Parka Velvet Olive,
PRODUCT,'1380137435251,body_html,en,,,"<div style=""text-align: center;"">Make a nonchalant statement in rich texture with this cotton velvet parka. The oversized and detachable hood is lined with luxury fake fur which is cosy and keeps you warm  a</div>",
PRODUCT,'1380137435251,handle,en,,,parka-velvet-olive,
PRODUCT,'1380137435251,product_type,en,,,Parka Velvet,
PRODUCT,'1380145725555,title,en,,,Parka Velvet Navy,
PRODUCT,'1380145725555,body_html,en,,,"<div style=""text-align: center;"">Make a nonchalant statement in rich texture with this cotton velvet parka. The oversized and detachable hood is lined with luxury fake fur which is cosy and keeps you warm  </div>",
PRODUCT,'1380145725555,handle,en,,,parka-velvet-navy,
PRODUCT,'1380145725555,product_type,en,,,Parka Velvet,
PRODUCT,'1380165419123,title,en,,,Puffa Reptil Black,
PRODUCT,'1380165419123,body_html,en,,,"<div style=""text-align: center;""><span>Keep warm and stylish no matter how low the temperatures drop by donning the super soft and cozy fake fur collar. The Jacket is water repellent and has extra long rib cuffs and hem.</span></div>",
PRODUCT,'1380165419123,handle,en,,,puffa-reptil-black,
PRODUCT,'1380165419123,product_type,en,,,Puffa,
PRODUCT,'1380192026739,title,en,,,Puffa Olive,
PRODUCT,'1380192026739,body_html,en,,,"<div style=""text-align: center;""><span>Keep warm and stylish no matter how low the temperatures drop by donning the super soft and cozy fake fur collar. The Jacket is water repellent and has extra long rib cuffs and hem.</span></div>",
PRODUCT,'1380192026739,handle,en,,,puffa-olive,
PRODUCT,'1380192026739,product_type,en,,,Puffa,
PRODUCT,'1380336894067,title,en,,,Trench Coat Camel,
PRODUCT,'1380336894067,body_html,en,,,"<div style=""text-align: center;"">Two in one, water repellent Trenchcoat with detachable liner jacket to traverse cold weather days without compromising on style. The warming liner jacket with jersey hood adds sportswear elements to a wardrobe essential. The slightly oversized silhouette gets gathered in the waist</div>",
PRODUCT,'1380336894067,handle,en,,,trench-coat-camel,
PRODUCT,'1380336894067,product_type,en,,,Coat,
PRODUCT,'1380373692531,title,en,,,Trench Coat Beige,
PRODUCT,'1380373692531,body_html,en,,,"<div style=""text-align: center;"">Two in one, water repellent Trenchcoat with detachable liner jacket to traverse cold weather days without compromising on style. The warming liner jacket with jersey hood adds sportswear elements to a wardrobe essential. The slightly oversized silhouette gets gathered in the waist  </div>",
PRODUCT,'1380373692531,handle,en,,,trench-coat-beige,
PRODUCT,'1380373692531,product_type,en,,,Coat,
PRODUCT,'1389485588595,title,en,,,Puffa Blue Petrol,
PRODUCT,'1389485588595,body_html,en,,,"<div style=""text-align: center;"">Keep warm and stylish no matter how low the temperatures drop by donning the super soft and cozy fake fur collar. The Jacket is water repellent and has extra long rib cuffs and hem.</div>",
PRODUCT,'1389485588595,handle,en,,,puffa-blue-petrol,
PRODUCT,'1389485588595,product_type,en,,,Puffa,
PRODUCT,'3954278596723,title,en,,,Parka,
PRODUCT,'3954278596723,body_html,en,,,"<div style=""text-align: center;"">The Fassbender Parka<br>The cozy vest made of finest italien cotton in combination with trimmed lambswool is detachable and can be worn separately, same as the jacket.<br>The sleeveless design falls below the hips and has a high protective collar.<br>Vest: Flap pockets at the front <br>Jacket: vertical front pocket</div>
<div style=""text-align: center;"">Colour: Cinnamon</div>
<div style=""text-align: center;""><span>We love animals. For the production of our lambswool fabrics we use shorn wool, no leather.</span></div>",
PRODUCT,'3954278596723,handle,en,,,parka-cinnamon,
PRODUCT,'3954278596723,product_type,en,,,Coat,
PRODUCT,'3954279841907,title,en,,,Lambswool Coat,
PRODUCT,'3954279841907,body_html,en,,,"<div style=""text-align: center;"">
<span>Lambswool Coat</span><br>This elongated piece is shaped into a clean silhouette. <br>Shorn and woven Lambswool, no leather - cause we love animals.<br>High slits at the sideseams with snap buttons, <br>classic shirt collar. <br>Real metal zipper at the front, <br>side slit pockets.</div>
<div style=""text-align: center;"">Colour: Beige <br>We love animals. For the production of our lambswool fabrics we use shorn wool, no leather. </div>",
PRODUCT,'3954279841907,handle,en,,,lambswool-coat-beige,
PRODUCT,'3954279841907,product_type,en,,,Coat,
PRODUCT,'3954280071283,title,en,,,Hybrid Jacket,
PRODUCT,'3954280071283,body_html,en,,,"<div style=""text-align: center;"">This exceptional jacket shows our interpretation of a Bomber jacket.</div>
<div style=""text-align: center;"">Covered with our vest that is manufactured with finest trimmed lambswool. <br>Drawstring at the inner back, that cinches the waist.<br>Flap pockets at the front &amp; real metal zipper.</div>
<div style=""text-align: center;"">Colour: Black<br><span>We love animals. For the production of our lambswool fabrics we use shorn wool, no leather. </span>
</div>
<div style=""text-align: center;""></div>",
PRODUCT,'3954280071283,handle,en,,,hybrid-jacket-black,
PRODUCT,'3954280071283,product_type,en,,,Hybrid Jacket,
PRODUCT,'3954280235123,title,en,,,Old Hollywood Coat,
PRODUCT,'3954280235123,body_html,en,,,"<div style=""text-align: center;"">Old Hollywood glamour receives a modern update with this cozy coat.<br>Crafted from lambswool combined with a super soft fake fur. <br>Robe-style silhouette. Notched lapel.<br>Optional self belt that ties at the waist. <br>Welt pockets at the front.</div>
<div style=""text-align: center;"">Colour: Beige/Grey </div>
<div style=""text-align: center;""><span>We love animals. For the production of our lambswool fabrics we use shorn wool, no leather.</span></div>",
PRODUCT,'3954280235123,handle,en,,,old-hollywood-coat-greige,
PRODUCT,'3954280235123,product_type,en,,,Coat,
PRODUCT,'3954280988787,title,en,,,Vintage Coat,
PRODUCT,'3954280988787,body_html,en,,,"<div style=""text-align: center;"">A pure yet complex vintage design coat.</div>
<div style=""text-align: center;"">A changing houndstooth gradient along the hourglass silhouette gives the coat it´s edgy and unique touch. <br>Single-breasted fastening.<br>Flap pockets &amp; high slit at the back.</div>
<div style=""text-align: center;"">Colour: Beige/Blue</div>
<div style=""text-align: center;""></div>",
PRODUCT,'3954280988787,handle,en,,,vintage-coat-beige-blue,
PRODUCT,'3954280988787,product_type,en,,,Coat,
PRODUCT,'3954281873523,title,en,,,Parka,
PRODUCT,'3954281873523,body_html,en,,,"<div style=""text-align: center;"">
<div>The Fassbender Parka<br>The cozy vest made of finest italien cotton in combination with trimmed lambswool is detachable and can be worn separately, same as the jacket.<br>The sleeveless design falls below the hips and has a high protective collar.<br>Vest: Flap pockets at the front <br>Jacket: vertical front pocket</div>
<div>Colour: Olive </div>
<div><span>We love animals. For the production of our lambswool fabrics we use shorn wool, no leather.</span></div>
</div>",
PRODUCT,'3954281873523,handle,en,,,parka-olive,
PRODUCT,'3954281873523,product_type,en,,,Coat,
PRODUCT,'3954282528883,title,en,,,Trenchcoat,
PRODUCT,'3954282528883,body_html,en,,,"<div style=""text-align: center;"">2-in-1 Trenchcoat with a slightly asymmetric shape.</div>
<div style=""text-align: center;"">This <span>Trench Coat c</span>omes with an padded and quilted Liner Coat</div>
<div style=""text-align: center;"">to wear underneath or independently.<br>Front panel made out of alpaca wool. <br>Back and sleeves made out of vintage wool. <br>High slits at the side seam. <br>Fabric covered buttons and buckles. <br>Welt pockets at the front. <br>Colour Trench: Dark Navy </div>
<div style=""text-align: center;"">Colour Liner Coat: Black </div>",
PRODUCT,'3954282528883,handle,en,,,2-in-1-trench-coat-navy-dark,
PRODUCT,'3954282528883,product_type,en,,,Trench Coat,
PRODUCT,'3954282856563,title,en,,,Lambswool Coat,
PRODUCT,'3954282856563,body_html,en,,,"<div style=""text-align: center;"">
<p><span>Lambswool Coat - Bonded to Cotton</span><br><span>This elongated piece is shaped into a clean silhouette. </span><br><span>Shorn and woven Lambswoo</span><span>l, </span><span>no leather - cause we love animals.</span><br><span>High slits at the sideseams with snap buttons, </span><br><span>classic shirt collar. </span><br><span>Real metal zipper at the front, </span><br><span>side slit pockets. </span></p>
<p><span>Colour: Cinnamon <br>We love animals. For the production of our lambswool fabrics we use shorn wool, no leather. <br></span></p>
</div>",
PRODUCT,'3954282856563,handle,en,,,lambswool-coat-cinnamon,
PRODUCT,'3954282856563,product_type,en,,,Coat,
PRODUCT,'3954284396659,title,en,,,Trenchcoat,
PRODUCT,'3954284396659,body_html,en,,,"<div style=""text-align: center;"">
<div>2-in-1 Trenchcoat with a slightly asymmetric shape.</div>
<div>This<span> </span><span>Trench Coat c</span>omes with an padded and quilted Liner Coat</div>
<div>to wear underneath or independently.<br>Front panel made out of alpaca wool. <br>Back and sleeves made out of vintage wool. <br>High slits at the side seam. <br>Fabric covered buttons and buckles. <br>Welt pockets at the front.</div>
<div>
<div>Colour Trench: Beige/Grey</div>
<div>Colour Liner Coat: <span>Dark</span><span> Navy </span>
</div>
</div>
</div>",
PRODUCT,'3954284396659,handle,en,,,2-in-1-trench-coat-beige,
PRODUCT,'3954284396659,product_type,en,,,Trench Coat,
PRODUCT,'3954285379699,title,en,,,Old Hollywood Coat,
PRODUCT,'3954285379699,body_html,en,,,"<div style=""text-align: center;"">
<span>Old Hollywood glamour receives a modern update with this cozy coat.</span><br><span>Crafted from super soft lambswool. </span><br><span>Robe-style silhouette. Notched lapel.</span><br><span>Optional self belt that ties at the waist. </span><br><span>Welt pockets at the front.</span>
</div>
<div style=""text-align: center;""><span>Colour: Black</span></div>
<div style=""text-align: center;""><span> We love animals. For the production of our lambswool fabrics we use shorn wool, no leather.</span></div>",
PRODUCT,'3954285379699,handle,en,,,old-hollywood-coat-black,
PRODUCT,'3954285379699,product_type,en,,,Coat,
PRODUCT,'4162534801523,title,en,,,Hybrid Coat,
PRODUCT,'4162534801523,body_html,en,,,"<div style=""text-align: center;"">This exceptional coat shows our interpretation of a Bomber jacket. Covered with our vest that is manufactured with finest trimmed lambswool.<br>Drawstring at the inner back, that cinches the waist.</div>
<div style=""text-align: center;"">Flap pockets at the front.</div>
<div style=""text-align: center;"">
<span>Flap pockets at the front</span><span> &amp; r</span><span>eal metal zipper.</span>
</div>
<div style=""text-align: center;""><span>Colour: Black <br>We love animals. For the production of our lambswool fabrics we use shorn wool, no leather. <br></span></div>
<div style=""text-align: center;""></div>",
PRODUCT,'4162534801523,handle,en,,,hybrid-coat-black-fw19-20,
PRODUCT,'4162534801523,product_type,en,,,Coat,
PRODUCT,'4162548695155,title,en,,,Lambswool Scarf Cinnamon,
PRODUCT,'4162548695155,body_html,en,,,"<div style=""text-align: center;"">Our scarf is made out of the finest woven lambswool to create a lightweight yet extra wide design. A stole at night or a protecting scarf at day, this wonderful piece gives you edgy elegance throughout the day. We love animals. For the production of our lambswool fabrics we use shorn wool, no leather. </div>
<div style=""text-align: center;"">Colour: Cinnamon </div>",
PRODUCT,'4162548695155,handle,en,,,lambswool-scarf,
PRODUCT,'4162548695155,product_type,en,,,Scarf,
PRODUCT,'4162549284979,title,en,,,Lambswool Scarf Black,
PRODUCT,'4162549284979,body_html,en,,,"<div style=""text-align: center;"">Our scarf is made out of the finest woven lambswool to create a lightweight yet extra wide design. A stole at night or a protecting scarf at day, this wonderful piece gives you edgy elegance throughout the day. We love animals. For the production of our lambswool fabrics we use shorn wool, no leather. </div>
<div style=""text-align: center;"">Colour: Black </div>",
PRODUCT,'4162549284979,handle,en,,,lambswool-scarf-black,
PRODUCT,'4162549284979,product_type,en,,,Scarf,
PRODUCT,'4162553839731,title,en,,,Pea Coat,
PRODUCT,'4162553839731,body_html,en,,,"<div style=""text-align: center;"">
<span>Our Pea Coat </span><br><span></span>
</div>
<div style=""text-align: center;"">
<span>A lambs- &amp; new wool fabric mix fitted into a classy bomber silhouette, featuring an asymmetric front overlap. </span><br><span>Welt pockets at the front. </span><br><span>Snap buttons closure.</span>
</div>
<div style=""text-align: center;"">
<span>Colour: Black<br></span>We love animals. For the production of our lambswool fabrics we use shorn wool, no leather.</div>",
PRODUCT,'4162553839731,handle,en,,,pea-coat-black-1,
PRODUCT,'4162553839731,product_type,en,,,Pea Coat,
PRODUCT,'4162555183219,title,en,,,Pea Coat,
PRODUCT,'4162555183219,body_html,en,,,"<div style=""text-align: center;"">
<span>Our Pea Coat </span><br><span></span>
</div>
<div style=""text-align: center;"">
<span>A lambs- &amp; new wool fabric mix fitted into a classy bomber silhouette, featuring an asymmetric front overlap. </span><br><span>Welt pockets at the front. </span><br><span>Snap buttons closure.</span>
</div>
<div style=""text-align: center;"">
<span>Colour: Cinnamon<br></span>We love animals. For the production of our lambswool fabrics we use shorn wool, no leather.</div>",
PRODUCT,'4162555183219,handle,en,,,pea-coat-yellow,
PRODUCT,'4162555183219,product_type,en,,,Pea Coat,
PRODUCT,'4163405414515,title,en,,,Lambswool Coat,
PRODUCT,'4163405414515,body_html,en,,,"<div style=""text-align: center;"">
<p><span>Lambswool Coat - Bonded to Wool </span><br><span>This elongated piece is shaped into a clean silhouette. </span><br><span>Shorn and woven Lambswoo</span><span>l, </span><span>no leather - cause we love animals.</span><br><span>High slits at the sideseams with snap buttons, </span><br><span>classic shirt collar. </span><br><span>Real metal zipper at the front, </span><br><span>side slit pockets.</span></p>
<p><span>Colour: Black <br>We love animals. For the production of our lambswool fabrics we use shorn wool, no leather. <br></span></p>
</div>",
PRODUCT,'4163405414515,handle,en,,,lambswool-coat-black,
PRODUCT,'4163405414515,product_type,en,,,Coat,
PRODUCT,'4441694863475,title,en,,,Tent Coat,
PRODUCT,'4441694863475,body_html,en,,,"<div style=""text-align: center;"">
<span>Tent Coat</span><br>
</div>
<div style=""text-align: center;""><span>The Tent Coat is made from 100% Italian wool.</span></div>
<div style=""text-align: center;""><span>The fabric has a soft touch and a pleasant floating drape. </span></div>
<div style=""text-align: center;""><span>The sleeves can be closed with snap buttons and are slightly wider at the cuff.</span></div>
<div style=""text-align: center;""><span>The extensive oversized shape and highly protective stand up collar, which can be gathered with a cord, are creating the coat´s strong silhouette. </span></div>
<div style=""text-align: center;"">
<br><span></span>
</div>
<div style=""text-align: center;""><span></span></div>
<div style=""text-align: center;""><span></span></div>
<div style=""text-align: center;""><span>100% wool</span></div>
<div style=""text-align: center;"">
<br><span></span>
</div>
<div style=""text-align: center;""><span>Color: offwhite</span></div>
<div style=""text-align: center;"">
<span></span><br>
</div>
<div style=""text-align: center;""><span>All Fassbender pieces are hand-made using only Italian fabrics and yarns; manufactured under fair and equitable working conditions at a small family sewing factory in Poland.</span></div>",
PRODUCT,'4441694863475,handle,en,,,tent-coat,
PRODUCT,'4441694863475,product_type,en,,,Coat,
PRODUCT,'4441719472243,title,en,,,Silk Dress,
PRODUCT,'4441719472243,body_html,en,,,"<div style=""text-align: center;""><span>Silk Dress</span></div>
<div style=""text-align: center;"">
<span></span><span>This feminine dress is made of 100% Italian silk.</span>
</div>
<div style=""text-align: center;""><span>The fabric has a soft touch and a pleasant floating drape. </span></div>
<div style=""text-align: center;""><span>Designed for an extensive oversized fit, the dress can be cinched at the waist with a belt for more or less volume.</span></div>
<div style=""text-align: center;""><span>It has a slightly shortened sleeve with a bell-shaped cuff. </span></div>
<div style=""text-align: center;""><span>Two giant, patched pockets at the front part complement the look. </span></div>
<div style=""text-align: center;""><span></span></div>
<div style=""text-align: center;""><span><br></span></div>
<div style=""text-align: center;""><span>Color: Yellow/Green</span></div>
<div style=""text-align: center;""><span><br></span></div>
<div style=""text-align: center;""><span>All Fassbender pieces are hand-made using only Italian fabrics and yarns; manufactured under equitable working conditions at a small family sewing factory in Poland.</span></div>",
PRODUCT,'4441719472243,handle,en,,,silk-dress,
PRODUCT,'4441719472243,product_type,en,,,Dress,
PRODUCT,'4441770819699,title,en,,,Silk Dress,
PRODUCT,'4441770819699,body_html,en,,,"<div style=""text-align: center;""><span>Silk Dress</span></div>
<div style=""text-align: center;"">
<span></span><span>This feminine dress is made of 100% Italian silk.</span>
</div>
<div style=""text-align: center;""><span>The fabric has a soft touch and a pleasant floating drape. </span></div>
<div style=""text-align: center;""><span>Designed for an extensive oversized fit, the dress can be cinched at the waist with a belt for more or less volume.</span></div>
<div style=""text-align: center;""><span>It has a slightly shortened sleeve with a bell-shaped cuff. </span></div>
<div style=""text-align: center;""><span>Two giant, patched pockets at the front part complement the look. </span></div>
<div style=""text-align: center;""><span></span></div>
<div style=""text-align: center;""><span></span></div>
<div style=""text-align: center;""><span>Color:Red/Beige</span></div>
<div style=""text-align: center;""><span><br></span></div>
<div style=""text-align: center;""><span>All Fassbender pieces are hand-made using only Italian fabrics and yarns; manufactured under equitable working conditions at a small family sewing factory in Poland.</span></div>",
PRODUCT,'4441770819699,handle,en,,,silk-dress-red-print,
PRODUCT,'4441770819699,product_type,en,,,Dress,
PRODUCT,'4441771016307,title,en,,,Silk Dress,
PRODUCT,'4441771016307,body_html,en,,,"<div style=""text-align: center;""><span>Silk Dress</span></div>
<div style=""text-align: center;"">
<span></span><span>This feminine dress is made of 100% Italian silk.</span>
</div>
<div style=""text-align: center;""><span>The fabric has a soft touch and a pleasant floating drape. </span></div>
<div style=""text-align: center;""><span>Designed for an extensive oversized fit, the dress can be cinched at the waist with a belt for more or less volume.</span></div>
<div style=""text-align: center;""><span>It has a slightly shortened sleeve with a bell-shaped cuff. </span></div>
<div style=""text-align: center;""><span>Two giant, patched pockets at the front part complement the look. </span></div>
<div style=""text-align: center;""><span></span></div>
<div style=""text-align: center;""><span><br></span></div>
<div style=""text-align: center;""><span>Color: Peach</span></div>
<div style=""text-align: center;""><span><br></span></div>
<div style=""text-align: center;""><span>All Fassbender pieces are hand-made using only Italian fabrics and yarns; manufactured under equitable working conditions at a small family sewing factory in Poland.</span></div>",
PRODUCT,'4441771016307,handle,en,,,silk-dress-peach,
PRODUCT,'4441771016307,product_type,en,,,Dress,
PRODUCT,'4441974046835,title,en,,,Vest Dress,
PRODUCT,'4441974046835,body_html,en,,,"<div style=""text-align: center;"">Sleeveless vest dress made of 100% Italian mercerized cotton. </div>
<div style=""text-align: center;"">The fabric has a soft touch and a pleasant floating drape. </div>
<div style=""text-align: center;"">The longline silhouette can be worn either as a dress or as a vest. </div>
<div style=""text-align: center;"">The A-line shape can be cinched at the waist with a belt for more, or less volume. </div>
<div style=""text-align: center;"">Two giant flap pockets at the front part complement the look. </div>
<div style=""text-align: center;"">Stay on brand and wear yours over a trouser or a skirt.</div>
<div style=""text-align: center;"">
<br>Color: Beige</div>
<div style=""text-align: center;""><br></div>
<div style=""text-align: center;""><span>All Fassbender pieces are hand-made using only Italian fabrics and yarns; manufactured under equitable working conditions at a small family sewing factory in Poland.</span></div>",
PRODUCT,'4441974046835,handle,en,,,vest-dress,
PRODUCT,'4441974046835,product_type,en,,,Dress,
PRODUCT,'4442517504115,title,en,,,Vest Dress,
PRODUCT,'4442517504115,body_html,en,,,"<div style=""text-align: center;"">Sleeveless vest dress made of 100% Italian mercerized cotton. </div>
<div style=""text-align: center;"">The fabric has a soft touch and a pleasant floating drape. </div>
<div style=""text-align: center;"">The longline silhouette can be worn either as a dress or as a vest. </div>
<div style=""text-align: center;"">The A-line shape can be cinched at the waist with a belt for more, or less volume. </div>
<div style=""text-align: center;"">Two giant flap pockets at the front part complement the look. </div>
<div style=""text-align: center;"">Stay on brand and wear yours over a trouser or a skirt.</div>
<div style=""text-align: center;"">
<br>Color: Navy Blue </div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""><span>All Fassbender pieces are hand-made using only Italian fabrics and yarns; manufactured under equitable working conditions at a small family sewing factory in Poland.</span></div>",
PRODUCT,'4442517504115,handle,en,,,vest-dress-navy,
PRODUCT,'4442517504115,product_type,en,,,Dress,
PRODUCT,'4442521075827,title,en,,,Vest Dress,
PRODUCT,'4442521075827,body_html,en,,,"<div style=""text-align: center;"">Sleeveless vest dress made of 100% Italian silk. </div>
<div style=""text-align: center;"">The fabric has a soft touch and a pleasant floating drape. </div>
<div style=""text-align: center;"">The longline silhouette can be worn either as a dress or as a vest. </div>
<div style=""text-align: center;"">The A-line shape can be cinched at the waist with a belt for more, or less volume. </div>
<div style=""text-align: center;"">Two giant flap pockets at the front part complement the look. </div>
<div style=""text-align: center;"">Stay on brand and wear yours over a trouser or a skirt.</div>
<div style=""text-align: center;"">
<br>Color: Red/Beige</div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""><span>All Fassbender pieces are hand-made using only Italian fabrics and yarns. Manufactured under equitable working conditions at a small family sewing factory in Poland.</span></div>",
PRODUCT,'4442521075827,handle,en,,,vest-dress-1,
PRODUCT,'4442521075827,product_type,en,,,Dress,
PRODUCT,'4442527662195,title,en,,,Vest Dress,
PRODUCT,'4442527662195,body_html,en,,,"<div style=""text-align: center;"">Sleeveless vest dress made of 100% Italian silk. </div>
<div style=""text-align: center;"">The fabric has a soft touch and a pleasant floating drape. </div>
<div style=""text-align: center;"">The longline silhouette can be worn either as a dress or as a vest. </div>
<div style=""text-align: center;"">The A-line shape can be cinched at the waist with a belt for more, or less volume. </div>
<div style=""text-align: center;"">Two giant flap pockets at the front part complement the look. </div>
<div style=""text-align: center;"">Stay on brand and wear yours over a trouser or a skirt.</div>
<div style=""text-align: center;"">
<br>Color: Yellow/Green </div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""><span>All Fassbender pieces are hand-made using only Italian fabrics and yarns; manufactured under equitable working conditions at a small family sewing factory in Poland.</span></div>",
PRODUCT,'4442527662195,handle,en,,,vest-dress-2,
PRODUCT,'4442527662195,product_type,en,,,Dress,
PRODUCT,'4596766605427,title,en,,,Trenchcoat,
PRODUCT,'4596766605427,body_html,en,,,"<div style=""text-align: center;"">What we love most about our trench coat is that it will add statement appeal to any outfit. There's no need to fuss over styling when this cotton / wool design – with its exceptional fabric mix, short belt, vented back and flared hem – looks so instantly put together.<br>
</div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;"">Color: Brown / Tobacco </div>
<div style=""text-align: center;"">
<meta charset=""utf-8"">
<span>All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;</span><br><span>manufactured under equitable working conditions at a small factory in Poland.</span>
</div>",
PRODUCT,'4596766605427,handle,en,,,trenchcoat,
PRODUCT,'4596766605427,product_type,en,,,Trenchcoat,
PRODUCT,'4597343027315,title,en,,,Volant Leather Shirt,
PRODUCT,'4597343027315,body_html,en,,,"<div style=""text-align: center;"" data-mce-fragment=""1""></div>
<div style=""text-align: center;"" data-mce-fragment=""1"">The shirt is made of 100% vegan leather. The front part is slightly longer than the back part. <br data-mce-fragment=""1"">The flounce gives the shirt a romantic touch. <br data-mce-fragment=""1"">Press studs on the button facing and on the sleeve.</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">
<br data-mce-fragment=""1"">Color: Ivory</div>
<div style=""text-align: center;"" data-mce-fragment=""1""><br></div>
<div style=""text-align: center;"" data-mce-fragment=""1"">
<p>We love animals. For the production of this shirt we use 100% vegan leather, which is partly made of sugar cane. </p>
<p>All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br> manufactured under equitable working conditions at a small factory in Poland.</p>
</div>",
PRODUCT,'4597343027315,handle,en,,,volant-leather-shirt,
PRODUCT,'4597343027315,product_type,en,,,Shirt,
PRODUCT,'4597343649907,title,en,,,Volant Shirt,
PRODUCT,'4597343649907,body_html,en,,,"<meta charset=""utf-8"">
<div style=""text-align: center;"" data-mce-fragment=""1"">The shirt is made of 100% Italian cotton.</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">The front part is slightly longer than the back part.<span data-mce-fragment=""1""> </span><br data-mce-fragment=""1"">The flounce gives the shirt a romantic touch.</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">
<br data-mce-fragment=""1"">Color: Red</div>
<div style=""text-align: center;"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div data-mce-fragment=""1"">
<p style=""text-align: center;"" data-mce-fragment=""1"">All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br data-mce-fragment=""1"">manufactured under equitable working conditions at a small factory in Poland.</p>
</div>",
PRODUCT,'4597343649907,handle,en,,,volant-shirt-red,
PRODUCT,'4597343649907,product_type,en,,,Shirt,
PRODUCT,'4597344141427,title,en,,,Volant Shirt,
